id,sample id,key range,velocity range,attenuation,pan,loop playback,root key,coarse tuning,fine tuning,scale tuning,filter cutoff,filter resonance,vol env delay,vol env attack,vol env hold,vol env decay,vol env sustain,vol env release,key → vol env hold,key → vol env decay,mod env delay,mod env attack,mod env hold,mod env decay,mod env sustain,mod env release,mod env → pitch,mod env → filter,key → mod env hold,key → mod env decay,mod LFO delay,mod LFO freq,mod LFO → pitch,mod LFO → filter,mod LFO → volume,vib LFO delay,vib LFO freq,vib LFO → pitch,exclusive class,chorus,reverb,fixed key,fixed velocity,sample start offset,sample start coarse offset,sample end offset,sample end coarse offset,loop start offset,loop start coarse offset,loop end offset,loop end coarse offset
51,53,78-78,0-127,77,-247,no loop,90,0,4,100,9381,0,-12000,-12000,-12000,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,4,0,1,-1,-1,0,0,0,0,0,0,0,0
52,52,79-79,0-127,100,-271,no loop,94,0,-48,100,9381,0,-12000,-12000,-12000,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,4,0,1,-1,-1,0,0,0,0,0,0,0,0
53,51,80-80,0-127,152,-500,no loop,88,0,4,100,9381,0,-12000,-12000,-3429,-12000,0,2985,0,0,-12000,-12000,-12000,-12000,0,2985,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,3,0,1,-1,-1,0,0,0,0,0,0,0,0
54,50,81-81,0-127,287,-500,loop,93,0,0,100,9381,0,-12000,-12000,-7657,1838,1000,1936,0,0,-12000,-12000,-12000,3382,1000,3577,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,3,0,1,-1,-1,0,0,0,0,0,0,0,0
55,59,82-82,0-127,55,319,no loop,83,0,-1,100,13500,0,-12000,-12000,-12000,-12000,0,75,0,0,-12000,-12000,-12000,-12000,0,75,0,0,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
56,49,83-83,0-127,90,256,loop,94,0,-47,100,13500,0,-12000,-12000,-3429,94,1000,94,0,0,-12000,-12000,-12000,-12000,0,94,0,0,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
57,48,84-84,0-127,70,248,loop,95,0,-30,100,10207,0,-12000,-12000,-3429,2314,1000,2314,0,0,-12000,-12000,-12000,1543,1000,2791,0,2925,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
58,47,85-85,0-127,90,-373,no loop,97,0,-1,100,9381,0,-12000,-12000,-12000,-12000,0,2900,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0
59,88,86-86,0-127,90,-310,loop,95,0,-27,100,9381,0,-12000,-12000,-12000,-2191,1000,-735,0,0,-12000,-12000,-12000,-12000,0,2900,0,3375,0,0,-7973,-808,0,0,0,-7973,-808,0,6,0,1,-1,-1,0,0,0,0,0,0,0,0
60,88,87-87,0-127,90,4,loop,104,0,35,100,8377,0,-12000,-12000,-7657,1738,1000,1838,0,0,-12000,-12000,-5959,2031,1000,2900,75,2812,0,0,-7973,-808,0,0,0,-7973,-808,0,6,0,1,-1,-1,0,0,0,0,0,0,0,0
